Merkmal_IDs;Merkmal_ID;Merkmalbezeichnung;Datentyp;Klassifikationssystem_ID
AAD169;AAD169f001;Schließblechdicke;numerisch;pc-5.1
AAD170;AAD170f001;Min. Schenkelbreite Falz;numerisch;pc-5.1
AAD171;AAD171f001;Max. Schenkelbreite Falz;numerisch;pc-5.1
AAD172;AAD172f001;Min. Schenkelbreite Spiegel;numerisch;pc-5.1
AAD173;AAD173f001;Max. Schenkelbreite Spiegel;numerisch;pc-5.1
AAD175;AAD175f001;Max. Schließblechlänge;numerisch;pc-5.1
AAD176;AAD176f001;Radius;logisch;pc-5.1
AAD177;AAD177f001;Funktionsprinzip;alphanumerisch;pc-5.1
AAD178;AAD178f001;Min. Spannung;numerisch;pc-5.1
AAD179;AAD179f001;Max. Spannung;numerisch;pc-5.1
AAD180;AAD180f001;Rückmeldekontakt;logisch;pc-5.1
AAD181;AAD181f001;Entriegelung;alphanumerisch;pc-5.1
AAD182;AAD182f001;Diode;logisch;pc-5.1
AAD183;AAD183f001;Kontakte;alphanumerisch;pc-5.1
AAD184;AAD184f001;Min. Schließblechbreite;numerisch;pc-5.1
AAD185;AAD185f001;Max. Schließblechbreite;numerisch;pc-5.1
AAD186;AAD186f001;Min. Schließblechlänge;numerisch;pc-5.1
AAD188;AAD188f001;Fix;logisch;pc-5.1
AAD189;AAD189f001;Aufbauhöhe;numerisch;pc-5.1
AAD190;AAD190f001;Min. Messbereich (in Zoll);alphanumerisch;pc-5.1
AAD191;AAD191f001;Max. Messbereich (in Zoll);alphanumerisch;pc-5.1
AAD192;AAD192f001;Ablesung (in Zoll);alphanumerisch;pc-5.1
AAD193;AAD193f001;Trommeldurchmesser (in Zoll);alphanumerisch;pc-5.1
AAD194;AAD194f001;Spindelsteigung (in Zoll);alphanumerisch;pc-5.1
AAD195;AAD195f001;Spindeldurchmesser (in Zoll);alphanumerisch;pc-5.1
AAD196;AAD196f001;Ausgang (in Zoll);alphanumerisch;pc-5.1
AAD197;AAD197f001;Max. Anzeigenbereich (in Zoll);alphanumerisch;pc-5.1
AAD198;AAD198f001;Gewindedurchmesser (in Zoll);alphanumerisch;pc-5.1
AAD200;AAD200f001;Messschenkellänge (Schnabellänge) in Zoll;alphanumerisch;pc-5.1
AAD201;AAD201f001;Min. Innenmessbereich (in Zoll);alphanumerisch;pc-5.1
AAD202;AAD202f001;Querschnitt der Messschiene (in Zoll);alphanumerisch;pc-5.1
AAD203;AAD203f001;Länge eingeschoben (in Zoll);alphanumerisch;pc-5.1
AAD204;AAD204f001;Länge ausgezogen (in Zoll);alphanumerisch;pc-5.1
AAD205;AAD205f001;Brückenlänge (in Zoll);alphanumerisch;pc-5.1
AAD206;AAD206f001;Lochmaßansatz (in Zoll);alphanumerisch;pc-5.1
AAD208;AAD208f001;Min. Länge;numerisch;pc-5.1
AAD209;AAD209f001;Max. Biegewinkel;numerisch;pc-5.1
AAD211;AAD211f001;Max. Schnittlänge;numerisch;pc-5.1
AAD213;AAD213f001;Max. Schwenkung;numerisch;pc-5.1
AAD214;AAD214f001;Max. Spreizwinkel;numerisch;pc-5.1
AAD221;AAD221f001;Min. Schnittlänge;numerisch;pc-5.1
AAD222;AAD222f001;Max. Betriebsdruck (imperial);numerisch;pc-5.1
AAD223;AAD223f001;Betriebsdruck (psi);numerisch;pc-5.1
AAD224;AAD224f001;Schalldämmung (Hz);numerisch;pc-5.1
AAD225;AAD225f001;Scheibendurchmesser (in Zoll);alphanumerisch;pc-5.1
AAD226;AAD226f001;Druckverlust (psi);numerisch;pc-5.1
AAD228;AAD228f001;Min. Betriebsdruck (imperial);numerisch;pc-5.1
AAD229;AAD229f001;Max. Betriebsdruck (mPa);numerisch;pc-5.1
EAA001;EAA001f001;Nennspannung;numerisch;pc-5.1
EAA003;EAA003f001;Schutzklasse;alphanumerisch;pc-5.1
EAA004;EAA004f001;Zusammenstellung;alphanumerisch;pc-5.1
EAA010;EAA010f001;Wasserdicht;logisch;pc-5.1
EAA014;EAA014f001;Lampenleistung;numerisch;pc-5.1
EAA017;EAA017f001;Reflektor;alphanumerisch;pc-5.1
EAA019;EAA019f001;Schaltung;alphanumerisch;pc-5.1
EAA021;EAA021f001;Geeignet für Durchgangsverdrahtung;logisch;pc-5.1
EAA024;EAA024f001;Sockel;alphanumerisch;pc-5.1
EAA025;EAA025f001;Fassung;alphanumerisch;pc-5.1
EAA031;EAA031f001;Leiter-Nennquerschnitt;numerisch;pc-5.1
EAA032;EAA032f001;Ader-Isolation;alphanumerisch;pc-5.1
EAA035;EAA035f001;Geeignet für Lampentyp;alphanumerisch;pc-5.1
EAA036;EAA036f001;Ader-Kennzeichnung;alphanumerisch;pc-5.1
EAA037;EAA037f001;Dielektrikum;alphanumerisch;pc-5.1
EAA038;EAA038f001;Gesamtanzahl der Fasern;numerisch;pc-5.1
EAA043;EAA043f001;Lichtstrom;numerisch;pc-5.1
EAA044;EAA044f001;Faserart;alphanumerisch;pc-5.1
EAA046;EAA046f001;Schlagfest;logisch;pc-5.1
EAA047;EAA047f001;Leiterquerschnitt;numerisch;pc-5.1
EAA049;EAA049f001;Lichtpunkthöhe;numerisch;pc-5.1
EAA050;EAA050f001;Auslegerlänge;numerisch;pc-5.1
EAA052;EAA052f001;Mit Aufstiegshilfe;logisch;pc-5.1
EAA054;EAA054f001;Anzahl der Inspektionsluken;numerisch;pc-5.1
EAA057;EAA057f001;Farbtemperatur;numerisch;pc-5.1
EAA060;EAA060f001;Elektronisch;logisch;pc-5.1
EAA061;EAA061f001;Erweiterbar;logisch;pc-5.1
EAA064;EAA064f001;Ausstrahlungswinkel;numerisch;pc-5.1
EAA065;EAA065f001;Gehäusefarbe;alphanumerisch;pc-5.1
EAA066;EAA066f001;Dimmbar;logisch;pc-5.1
EAA068;EAA068f001;Art des Verbinders;alphanumerisch;pc-5.1
EAA070;EAA070f001;Mit Anschlussschnur und Stecker;logisch;pc-5.1
EAA071;EAA071f001;Mit Bewegungsmelder;logisch;pc-5.1
EAA072;EAA072f001;Gangreserve;numerisch;pc-5.1
EAA073;EAA073f001;Art des Zubehörs;alphanumerisch;pc-5.1
EAA074;EAA074f001;Einbautiefe;numerisch;pc-5.1
EAA075;EAA075f001;Lampenspannung;numerisch;pc-5.1
EAA077;EAA077f001;Einspeisung;alphanumerisch;pc-5.1
EAA085;EAA085f001;Mit Dimmer;logisch;pc-5.1
EAA086;EAA086f001;Max. Lampenleistung;numerisch;pc-5.1
EAA087;EAA087f001;Mit Trafo;logisch;pc-5.1
EAA088;EAA088f001;Art des Trafos;alphanumerisch;pc-5.1
EAA091;EAA091f001;Ausführung des Rasters;alphanumerisch;pc-5.1
EAA096;EAA096f001;Für Trafoleistung;numerisch;pc-5.1
EAA098;EAA098f001;Mit Steckdose;logisch;pc-5.1
EAA108;EAA108f001;Mit Dämmerungsschalter;logisch;pc-5.1
EAA111;EAA111f001;Belastbarkeit;numerisch;pc-5.1
EAA112;EAA112f001;Einbauhöhe;numerisch;pc-5.1
EAA113;EAA113f001;Art der Abdeckung;alphanumerisch;pc-5.1
EAA115;EAA115f001;Ausführung des Leuchtenfußes;alphanumerisch;pc-5.1
EAA116;EAA116f001;Kapazität;numerisch;pc-5.1
EAA120;EAA120f001;Betriebsgerät;alphanumerisch;pc-5.1
EAA124;EAA124f001;Justierbar;logisch;pc-5.1
EAA125;EAA125f001;Farbwiedergabestufe;alphanumerisch;pc-5.1
EAA126;EAA126f001;Art der Regelung;alphanumerisch;pc-5.1
EAA127;EAA127f001;Flammwidrig;alphanumerisch;pc-5.1
EAA128;EAA128f001;Spirallänge (geschlossen);numerisch;pc-5.1
EAA129;EAA129f001;Spirallänge (ausgezogen);numerisch;pc-5.1
EAA130;EAA130f001;Mit Vorschaltgerät;logisch;pc-5.1
EAA131;EAA131f001;Mit Ein-/Ausschalter;logisch;pc-5.1
EAA137;EAA137f001;Leistung des Lichtgenerators;numerisch;pc-5.1
EAA139;EAA139f001;Durchmesser der Faser;numerisch;pc-5.1
EAA140;EAA140f001;Mit Farbrad;logisch;pc-5.1
EAA141;EAA141f001;Farbe des Farbrades;alphanumerisch;pc-5.1
EAA145;EAA145f001;Mit Starteraufnahme;logisch;pc-5.1
EAA146;EAA146f001;Nippelgewinde;alphanumerisch;pc-5.1
EAA148;EAA148f001;Einbaubreite;numerisch;pc-5.1
EAA150;EAA150f001;Zugentlastung;logisch;pc-5.1
EAA151;EAA151f001;Für Lampenleistung;numerisch;pc-5.1
EAA155;EAA155f001;Einbaudurchmesser;numerisch;pc-5.1
EAA160;EAA160f001;Splitterschutz;logisch;pc-5.1
EAA161;EAA161f001;Niederdrucktechnik;logisch;pc-5.1
EAA162;EAA162f001;Geeignet für Backofen;logisch;pc-5.1
EAA163;EAA163f001;Integrierter Starter;logisch;pc-5.1
EAA164;EAA164f001;Axiale Wendel;logisch;pc-5.1
EAA165;EAA165f001;Geeignet für EVG;logisch;pc-5.1
EAA166;EAA166f001;Bewehrung;logisch;pc-5.1
EAA167;EAA167f001;Direktbetrieb an Netzspannung;logisch;pc-5.1
EAA168;EAA168f001;Bleimantel;logisch;pc-5.1
EAA169;EAA169f001;Beidraht;logisch;pc-5.1
EAA173;EAA173f001;Geeignet für Kompaktleuchtstofflampe;logisch;pc-5.1
EAA175;EAA175f001;Ballwurfsicher;logisch;pc-5.1
EAA183;EAA183f001;Bedeutung des Piktogramms;alphanumerisch;pc-5.1
EAA186;EAA186f001;Mechanische Abschirmung;logisch;pc-5.1
EAA187;EAA187f001;Dauerbetrieb;logisch;pc-5.1
EAA188;EAA188f001;Geeignet für Kennzeichnungsart;alphanumerisch;pc-5.1
EAA189;EAA189f001;Art der Kennzeichnung;alphanumerisch;pc-5.1
EAA190;EAA190f001;Automatischer Selbsttest;logisch;pc-5.1
EAA191;EAA191f001;Anzahl der Gruppen/Phasen;numerisch;pc-5.1
EAA192;EAA192f001;Biegbar;logisch;pc-5.1
EAA196;EAA196f001;Mastzopfdurchmesser;numerisch;pc-5.1
EAA197;EAA197f001;Ausleger;alphanumerisch;pc-5.1
EAA202;EAA202f001;Lampenleistung der Lichtleiste;numerisch;pc-5.1
EAA204;EAA204f001;Mit Verdrahtung;logisch;pc-5.1
EAA205;EAA205f001;Anzahl der Verdrahtungsadern;numerisch;pc-5.1
EAA206;EAA206f001;Mit Kabelkanal;logisch;pc-5.1
EAA208;EAA208f001;Integrierte elektromechanische Kupplung;logisch;pc-5.1
EAA209;EAA209f001;Mit Stromschiene;logisch;pc-5.1
EAA212;EAA212f001;Aufladbar;logisch;pc-5.1
EAA213;EAA213f001;Integrierte Ladevorrichtung;logisch;pc-5.1
EAA214;EAA214f001;Nennquerschnitt;numerisch;pc-5.1
EAA215;EAA215f001;Lampenlichtausbeute;numerisch;pc-5.1
EAA216;EAA216f001;Zündstreifen;logisch;pc-5.1
EAA217;EAA217f001;Schwarzlichtlampe;logisch;pc-5.1
EAA218;EAA218f001;Schnellstart;logisch;pc-5.1
EAA219;EAA219f001;Starterloser Betrieb;logisch;pc-5.1
EAA220;EAA220f001;UV-Schutz;logisch;pc-5.1
EAA221;EAA221f001;Infrarottechnik;logisch;pc-5.1
EAA222;EAA222f001;ANSI;alphanumerisch;pc-5.1
EAA223;EAA223f001;Reflektorart;alphanumerisch;pc-5.1
EAA224;EAA224f001;Lichtstärke;numerisch;pc-5.1
EAA225;EAA225f001;Trafo integriert;logisch;pc-5.1
EAA226;EAA226f001;Brennstellung;alphanumerisch;pc-5.1
EAA227;EAA227f001;Lampenform;alphanumerisch;pc-5.1
EAA228;EAA228f001;Integrierter Dämmerungssensor;logisch;pc-5.1
EAA229;EAA229f001;Amalgamtechnologie;logisch;pc-5.1
EAA231;EAA231f001;Funktionserhalt;alphanumerisch;pc-5.1
EAA232;EAA232f001;Ölbeständig nach EN 60811-2-1;logisch;pc-5.1
EAA233;EAA233f001;Nennspannung U;numerisch;pc-5.1
EAA235;EAA235f001;Verseilelement;alphanumerisch;pc-5.1
EAA236;EAA236f001;Mantel-Farbe;alphanumerisch;pc-5.1
EAA238;EAA238f001;Leiter-Form;alphanumerisch;pc-5.1
EAA239;EAA239f001;Leiter-Durchmesser;numerisch;pc-5.1
EAA240;EAA240f001;Leiter-Material;alphanumerisch;pc-5.1
EAA241;EAA241f001;Schirm über Verseilelement;alphanumerisch;pc-5.1
EAA242;EAA242f001;Schirm über Verseilung;alphanumerisch;pc-5.1
EAA243;EAA243f001;Mantel-Material;alphanumerisch;pc-5.1
EAA244;EAA244f001;Außenleiter-Form;alphanumerisch;pc-5.1
EAA245;EAA245f001;Innenleiter-Material;alphanumerisch;pc-5.1
EAA246;EAA246f001;Wellenwiderstand;numerisch;pc-5.1
EAA247;EAA247f001;Innenleiter-Durchmesser;numerisch;pc-5.1
EAA248;EAA248f001;Außenleiter-Durchmesser;numerisch;pc-5.1
EAA249;EAA249f001;Außenleiter-Material;alphanumerisch;pc-5.1
EAA250;EAA250f001;Leiter-Klasse;alphanumerisch;pc-5.1
EAA251;EAA251f001;Halogenfrei nach EN 50267-2-2;logisch;pc-5.1
EAA253;EAA253f001;Schutzleiter;logisch;pc-5.1
EAA254;EAA254f001;Leiter-Material Leiter 2;alphanumerisch;pc-5.1
EAA255;EAA255f001;Schichtenmantel;logisch;pc-5.1
EAA256;EAA256f001;LWL-Elemente;logisch;pc-5.1
EAA257;EAA257f001;Innenleiter-Klasse;alphanumerisch;pc-5.1
EAA258;EAA258f001;Faser-Anzahl;numerisch;pc-5.1
EAA259;EAA259f001;Ader-Art;alphanumerisch;pc-5.1
EAA260;EAA260f001;Faser-Anzahl je Ader;numerisch;pc-5.1
EAA261;EAA261f001;Kabel metallfrei;logisch;pc-5.1
EAA262;EAA262f001;Bewehrung/Armierung;alphanumerisch;pc-5.1
EAA264;EAA264f001;Min. zul. Kabelaußentemperatur, in Bewegung;numerisch;pc-5.1
EAA265;EAA265f001;Max. zul. Kabelaußentemperatur, in Bewegung;numerisch;pc-5.1
EAA266;EAA266f001;Min. zul. Kabelaußentemperatur, fest verlegt;numerisch;pc-5.1
EAA267;EAA267f001;Max. zul. Kabelaußentemperatur, fest verlegt;numerisch;pc-5.1
EAA268;EAA268f001;Torsionsschutz;logisch;pc-5.1
EAA269;EAA269f001;Anzahl der Verseilelemente;numerisch;pc-5.1
EAA270;EAA270f001;Kabel längswasserdicht;logisch;pc-5.1
EAA271;EAA271f001;Kabel querwasserdicht;logisch;pc-5.1
EAA272;EAA272f001;Schutzmantel;alphanumerisch;pc-5.1
EAA273;EAA273f001;AWG-Querschnitt;numerisch;pc-5.1
EAA274;EAA274f001;Hauptader-Zahl;numerisch;pc-5.1
EAA275;EAA275f001;Hauptleiter-Nennquerschnitt;numerisch;pc-5.1
EAA276;EAA276f001;Hauptader-Kennzeichnung;alphanumerisch;pc-5.1
EAA277;EAA277f001;Hilfsleiter-Nennquerschnitt;numerisch;pc-5.1
EAA278;EAA278f001;Hilfsader-Zahl;numerisch;pc-5.1
EAA279;EAA279f001;Leiter-Material Leiter 1;alphanumerisch;pc-5.1
EAA280;EAA280f001;Anzahl der Thermo-Paare;numerisch;pc-5.1
EAA281;EAA281f001;Innere Leitschicht;logisch;pc-5.1
EAA282;EAA282f001;Äußere Leitschicht;logisch;pc-5.1
EAA283;EAA283f001;Umhüllung;alphanumerisch;pc-5.1
EAA284;EAA284f001;Ader-Farbe;alphanumerisch;pc-5.1
EAA285;EAA285f001;Schirm längswasserdicht;logisch;pc-5.1
EAA286;EAA286f001;Nennspannung U0;numerisch;pc-5.1
EAA287;EAA287f001;Schirm;logisch;pc-5.1
EAA288;EAA288f001;Ader-Zahl;numerisch;pc-5.1
EAA290;EAA290f001;Tragorgan;alphanumerisch;pc-5.1
EAA291;EAA291f001;Leiter längswasserdicht;logisch;pc-5.1
EAA292;EAA292f001;Konzentrischer Leiter-Nennquerschnitt;numerisch;pc-5.1
EAA295;EAA295f001;Kältebeständig nach EN 60811-1-4;logisch;pc-5.1
EAA296;EAA296f001;Als Außenkabel zulässig;logisch;pc-5.1
EAA297;EAA297f001;Frontscheibe;logisch;pc-5.1
EAA298;EAA298f001;Stoßfest;logisch;pc-5.1
EAA299;EAA299f001;Geeignet für Kühlschrank;logisch;pc-5.1
EAA300;EAA300f001;Krypton;logisch;pc-5.1
EAA301;EAA301f001;Art der Verspiegelung;alphanumerisch;pc-5.1
EAA302;EAA302f001;Externes Zündgerät erforderlich;logisch;pc-5.1
EAA303;EAA303f001;Externes Vorschaltgerät erforderlich;logisch;pc-5.1
EAA304;EAA304f001;Solariumlampe;logisch;pc-5.1
EAA305;EAA305f001;Brennermaterial;alphanumerisch;pc-5.1
EAA306;EAA306f001;Quecksilberfrei;logisch;pc-5.1
EAA307;EAA307f001;Anzahl der Brenner;numerisch;pc-5.1
EAA308;EAA308f001;Herstellerspezifische Systemkomponenten erforderlich;logisch;pc-5.1
EAA309;EAA309f001;Interner Reflektor;logisch;pc-5.1
EAA311;EAA311f001;Vollspektrumlampe;logisch;pc-5.1
EAA313;EAA313f001;Schalthäufigkeit beliebig;logisch;pc-5.1
EAA314;EAA314f001;Geeignet für Taschenleuchten;logisch;pc-5.1
EAA315;EAA315f001;Geeignet für Anzeigezwecke;logisch;pc-5.1
EAA316;EAA316f001;Geeignet für Verkehrsampeln;logisch;pc-5.1
EAA317;EAA317f001;Geeignet für Wechselverkehrszeichen;logisch;pc-5.1
EAA318;EAA318f001;Geeignet für Schienenverkehr;logisch;pc-5.1
EAA320;EAA320f001;Halogen;logisch;pc-5.1
EAA321;EAA321f001;Anzahl der Wendeln;numerisch;pc-5.1
EAA322;EAA322f001;Bogenlänge;numerisch;pc-5.1
EAA323;EAA323f001;Wendelform;alphanumerisch;pc-5.1
EAA324;EAA324f001;Wendellänge;numerisch;pc-5.1
EAA325;EAA325f001;Technologie;alphanumerisch;pc-5.1
EAA326;EAA326f001;Reflektordurchmesser;numerisch;pc-5.1
EAA328;EAA328f001;Normbezeichnung (ECE);alphanumerisch;pc-5.1
EAA329;EAA329f001;Außenanwendung;logisch;pc-5.1
EAA330;EAA330f001;Geschlossene Leuchte erforderlich;logisch;pc-5.1
EAA331;EAA331f001;Flackerkerze;logisch;pc-5.1
EAA332;EAA332f001;Kohlefaden;logisch;pc-5.1
EAA333;EAA333f001;Spiegelfarbe;alphanumerisch;pc-5.1
EAA334;EAA334f001;Lichtfarbe;numerisch;pc-5.1
EAA335;EAA335f001;Anzahl der Lampenrohre;numerisch;pc-5.1
EAA336;EAA336f001;Reflektorfarbe;alphanumerisch;pc-5.1
EAA337;EAA337f001;Pflanzenbelichtung;logisch;pc-5.1
EAA338;EAA338f001;Ersatz für Quecksilberdampflampe;logisch;pc-5.1
EAA340;EAA340f001;Cool Beam;logisch;pc-5.1
EAA341;EAA341f001;Geeignet für Natrium-Hochdrucklampe;logisch;pc-5.1
EAA342;EAA342f001;Geeignet für Halogen-Metalldampflampe;logisch;pc-5.1
EAA343;EAA343f001;Geeignet für Natrium-Niederdrucklampe;logisch;pc-5.1
EAA344;EAA344f001;Geeignet für Leuchtstofflampe;logisch;pc-5.1
EAA346;EAA346f001;Mit Zündgerät;logisch;pc-5.1
EAA347;EAA347f001;Kurzschlusssicher;logisch;pc-5.1
EAA348;EAA348f001;Überlast/-temperaturschutz;logisch;pc-5.1
EAA349;EAA349f001;Mit Sekundär-Sicherungsautomat;logisch;pc-5.1
EAA350;EAA350f001;Anzahl der Abgangsstellen (Paare);numerisch;pc-5.1
EAA352;EAA352f001;Für Lampenart TC-D;logisch;pc-5.1
EAA354;EAA354f001;Für Lampenart TC-DD;logisch;pc-5.1
EAA355;EAA355f001;Für Lampenart TC-L;logisch;pc-5.1
EAA358;EAA358f001;Für Lampenart TC-DEL;logisch;pc-5.1
EAA359;EAA359f001;Für Lampenart TC-TEL;logisch;pc-5.1
EAA368;EAA368f001;Für Lampenart T7;logisch;pc-5.1
EAA369;EAA369f001;Für Lampenart T16;logisch;pc-5.1
EAA370;EAA370f001;Für Lampenart T26;logisch;pc-5.1
EAA374;EAA374f001;Für Lampenart T-R;logisch;pc-5.1
EAA375;EAA375f001;Für Lampenart TC-T;logisch;pc-5.1
EAA390;EAA390f001;Für Lampenart TC-S;logisch;pc-5.1
EAA397;EAA397f001;Für Lampenart HI;logisch;pc-5.1
EAA399;EAA399f001;Mit Steckklemme;logisch;pc-5.1
EAA400;EAA400f001;Kanalbreite;numerisch;pc-5.1
EAA401;EAA401f001;Kanalhöhe;numerisch;pc-5.1
EAA405;EAA405f001;Verwendung;alphanumerisch;pc-5.1
EAA408;EAA408f001;Bemessungsspannung;numerisch;pc-5.1
EAA410;EAA410f001;Mit Zeitschaltuhr;logisch;pc-5.1
EAA411;EAA411f001;Einbauart;alphanumerisch;pc-5.1
EAA413;EAA413f001;Max. Torbreite;numerisch;pc-5.1
EAA414;EAA414f001;Max. Zugkraft;numerisch;pc-5.1
EAA415;EAA415f001;Gurtbandstärke;numerisch;pc-5.1
EAA416;EAA416f001;Gurtbandlänge;numerisch;pc-5.1
EAA417;EAA417f001;Max. Rollladengewicht;numerisch;pc-5.1
EAA420;EAA420f001;Mit Schaltautomatik;logisch;pc-5.1
EAA421;EAA421f001;Max. Motorleistung;numerisch;pc-5.1
EAA422;EAA422f001;Mit Infrarot-Sensor;logisch;pc-5.1
EAA426;EAA426f001;Max. Förderhöhe;numerisch;pc-5.1
EAA427;EAA427f001;Selbsttätige Verschlusskappe integriert;logisch;pc-5.1
EAA428;EAA428f001;Fördervolumen;numerisch;pc-5.1
EAA429;EAA429f001;Nennweite;numerisch;pc-5.1
EAA431;EAA431f001;Netzfrequenz;numerisch;pc-5.1
EAA434;EAA434f001;Flügelraddurchmesser;numerisch;pc-5.1
EAA435;EAA435f001;Temperaturklasse gemäß Richtlinie 94/9/EG;alphanumerisch;pc-5.1
EAA436;EAA436f001;Gerätegruppe gemäß Richtlinie 94/9/EG;alphanumerisch;pc-5.1
EAA437;EAA437f001;Gerätekategorie gemäß Richtlinie 94/9/EG;alphanumerisch;pc-5.1
EAA438;EAA438f001;Zündschutzart gemäß Richtlinie 94/9/EG;alphanumerisch;pc-5.1
EAA439;EAA439f001;Anschlussdurchmesser;numerisch;pc-5.1
EAA440;EAA440f001;Filterklasse;alphanumerisch;pc-5.1
EAA441;EAA441f001;Filterart;alphanumerisch;pc-5.1
EAA442;EAA442f001;Mit Brandschutz-Absperrung;logisch;pc-5.1
EAA443;EAA443f001;Einbaumaß-Breite;numerisch;pc-5.1
EAA444;EAA444f001;Einbaumaß-Höhe;numerisch;pc-5.1
EAA445;EAA445f001;Einbaumaß-Tiefe;numerisch;pc-5.1
EAA447;EAA447f001;Mit Heizung;logisch;pc-5.1
EAA448;EAA448f001;Mit Pollenfilter;logisch;pc-5.1
EAA449;EAA449f001;Mit Staubfilter;logisch;pc-5.1
EAA450;EAA450f001;Mit Wärmerückgewinnung;logisch;pc-5.1
EAA451;EAA451f001;Lamellenfarbe;alphanumerisch;pc-5.1
EAA452;EAA452f001;Klappenart;alphanumerisch;pc-5.1
EAA453;EAA453f001;Einfügungsdämpfung;numerisch;pc-5.1
EAA455;EAA455f001;Einbauort;alphanumerisch;pc-5.1
EAA457;EAA457f001;Mit Sonnensensor;logisch;pc-5.1
EAA458;EAA458f001;Min. Fördermitteltemperatur;numerisch;pc-5.1
EAA459;EAA459f001;Max. Fördermitteltemperatur;numerisch;pc-5.1
EAA460;EAA460f001;Min. Umgebungstemperatur;numerisch;pc-5.1
EAA461;EAA461f001;Max. Umgebungstemperatur;numerisch;pc-5.1
EAA462;EAA462f001;Verzinkt;logisch;pc-5.1
EAA463;EAA463f001;Bewegungshub verlängerbar auf;numerisch;pc-5.1
EAA464;EAA464f001;Mit Laufschiene;logisch;pc-5.1
EAA465;EAA465f001;Mit Innentaster;logisch;pc-5.1
EAA466;EAA466f001;Separates Steuerungsgehäuse;logisch;pc-5.1
EAA467;EAA467f001;Geeignet für Tore mit Niedrigsturzbeschlag;logisch;pc-5.1
EAA468;EAA468f001;Softlauf;logisch;pc-5.1
EAA469;EAA469f001;Zyklenzähler;logisch;pc-5.1
EAA470;EAA470f001;Torzustandsanzeige;logisch;pc-5.1
EAA471;EAA471f001;Definierte Fahrtrichtungsansteuerung;logisch;pc-5.1
EAA472;EAA472f001;Rotampelanschluss;logisch;pc-5.1
EAA473;EAA473f001;Anzahl der Sicherheitseingänge;numerisch;pc-5.1
EAA474;EAA474f001;RAL Güteklasse;numerisch;pc-5.1
EAA475;EAA475f001;Geeignet für Sammelgaragen;logisch;pc-5.1
EAA477;EAA477f001;Frequenz des Funkempfängers;numerisch;pc-5.1
EAA478;EAA478f001;Bewegungshub Standard;numerisch;pc-5.1
EAA479;EAA479f001;Mit Handsender;logisch;pc-5.1
EAA480;EAA480f001;Achtkantstahlwelle SW 40;logisch;pc-5.1
EAA481;EAA481f001;Achtkantstahlwelle SW 50;logisch;pc-5.1
EAA482;EAA482f001;Achtkantstahlwelle SW 60;logisch;pc-5.1
EAA483;EAA483f001;Achtkantstahlwelle SW 70;logisch;pc-5.1
EAA484;EAA484f001;Für Rollläden;logisch;pc-5.1
EAA485;EAA485f001;Für Markisen;logisch;pc-5.1
EAA486;EAA486f001;Durchmesser der Nutrohrwelle;numerisch;pc-5.1
EAA487;EAA487f001;Für Nutrohrwelle;logisch;pc-5.1
EAA488;EAA488f001;Max. Länge des Rollladens;numerisch;pc-5.1
EAA490;EAA490f001;Art der Endschalter;alphanumerisch;pc-5.1
EAA491;EAA491f001;Backjump;logisch;pc-5.1
EAA492;EAA492f001;Elektronische Laufwegüberwachung;logisch;pc-5.1
EAA493;EAA493f001;Elektronische Hinderniserkennung;logisch;pc-5.1
EAA494;EAA494f001;Mit Mitnehmer;logisch;pc-5.1
EAA495;EAA495f001;Mit Adapter für Welle;logisch;pc-5.1
EAA496;EAA496f001;Verschlussklappe;alphanumerisch;pc-5.1
EAA497;EAA497f001;Max. Breite des Torflügels;numerisch;pc-5.1
EAA498;EAA498f001;Max. Gewicht des Torflügels;numerisch;pc-5.1
EAA499;EAA499f001;Antriebsprinzip;alphanumerisch;pc-5.1
EAA501;EAA501f001;Motor-Spannung;numerisch;pc-5.1
EAA502;EAA502f001;Endabschaltung;alphanumerisch;pc-5.1
EAA503;EAA503f001;Automatischer Zulauf;logisch;pc-5.1
EAA504;EAA504f001;Mit Motorsteuerung;logisch;pc-5.1
EAA505;EAA505f001;Mit Pfostenbeschlag;logisch;pc-5.1
EAA506;EAA506f001;Mit Torbeschlag;logisch;pc-5.1
EAA507;EAA507f001;Mit Schlüsseltaster;logisch;pc-5.1
EAA508;EAA508f001;Mit Funkempfänger;logisch;pc-5.1
EAA509;EAA509f001;Max. Torgewicht;numerisch;pc-5.1
EAA510;EAA510f001;Teilöffnung;logisch;pc-5.1
EAA511;EAA511f001;Länge der Zahnstange;numerisch;pc-5.1
EAA512;EAA512f001;Mit Zahnstange;logisch;pc-5.1
EAA513;EAA513f001;Außendurchmesser ca.;numerisch;pc-5.1
EAA514;EAA514f001;Chemisch beständig;logisch;pc-5.1
EAA515;EAA515f001;Einblasbar;logisch;pc-5.1
EAA516;EAA516f001;Zul. max. Leitertemperatur;numerisch;pc-5.1
EAA517;EAA517f001;Schutzhülle;alphanumerisch;pc-5.1
EAA518;EAA518f001;Isolationserhalt;alphanumerisch;pc-5.1
EAA519;EAA519f001;Hilfsader-Nennquerschnitt;numerisch;pc-5.1
EAA520;EAA520f001;Konzentrischer Leiter;alphanumerisch;pc-5.1
EAA521;EAA521f001;Leitungs-Breite ca.;numerisch;pc-5.1
EAA522;EAA522f001;Leitungs-Höhe ca.;numerisch;pc-5.1
EAA523;EAA523f001;Verseilung;alphanumerisch;pc-5.1
